Id,Date,DeliveryDate,Quantity,Currency,Supplier,NetAmount
103723,3/27/17,4/2/17,118,USD,Computer & Co,1288.56006
103723,4/3/17,4/13/17,31,USD,Computer & Co,338.519989
103723,4/10/17,4/19/17,25,USD,Computer & Co,273
103723,4/19/17,4/27/17,33,USD,Computer & Co,360.359985
103723,4/24/17,5/3/17,27,USD,Computer & Co,294.839996
103723,5/2/17,5/10/17,28,USD,Computer & Co,305.76001
103723,5/9/17,5/19/17,35,USD,Computer & Co,382.200012
103723,5/16/17,5/21/17,29,USD,Computer & Co,316.679993
103723,5/23/17,5/29/17,21,USD,Computer & Co,229.320007
103723,5/30/17,6/6/17,33,USD,Computer & Co,360.359985
103723,6/5/17,6/11/17,80,USD,Computer & Co,873.599976
103723,6/14/17,6/25/17,116,USD,Computer & Co,1266.71997
103723,6/19/17,6/26/17,87,USD,Computer & Co,950.039978
103723,6/26/17,7/3/17,85,USD,Computer & Co,928.200012
103723,7/6/17,7/16/17,101,USD,Computer & Co,1102.92004
103723,7/10/17,7/18/17,101,USD,Computer & Co,1102.92004
103723,7/17/17,7/26/17,91,USD,Computer & Co,993.719971
103723,7/24/17,7/31/17,97,USD,Computer & Co,1059.23999
103723,7/31/17,8/6/17,112,USD,Computer & Co,1223.04004
103723,8/7/17,8/16/17,66,USD,Computer & Co,720.719971
103723,8/14/17,8/21/17,67,USD,Computer & Co,731.640015
103723,8/23/17,8/29/17,54,USD,Computer & Co,589.679993
103723,8/28/17,9/7/17,55,USD,Computer & Co,600.599976
103723,9/5/17,9/15/17,138,USD,Computer & Co,1506.95996
103723,9/11/17,9/15/17,155,USD,Computer & Co,1692.59998
103723,9/18/17,9/25/17,199,USD,Computer & Co,2173.08008
103723,9/25/17,9/30/17,200,USD,Computer & Co,2184
103723,10/2/17,10/7/17,81,USD,Computer & Co,884.52002
103723,10/9/17,10/16/17,66,USD,Computer & Co,720.719971
103723,10/16/17,10/22/17,68,USD,Computer & Co,742.559998
103723,10/23/17,10/30/17,97,USD,Computer & Co,1059.23999
103723,10/30/17,11/8/17,61,USD,Computer & Co,666.119995
103723,11/6/17,11/13/17,85,USD,Computer & Co,928.200012
103723,11/13/17,11/18/17,80,USD,Computer & Co,873.599976
103723,11/20/17,11/27/17,92,USD,Computer & Co,1004.64001
103723,11/27/17,12/5/17,83,USD,Computer & Co,906.359985
103723,12/4/17,12/10/17,103,USD,Computer & Co,1124.76001
103723,12/11/17,12/17/17,76,USD,Computer & Co,829.919983
103723,12/18/17,12/24/17,84,USD,Computer & Co,917.280029
103723,12/25/17,12/30/17,84,USD,Computer & Co,917.280029
103723,1/1/18,1/8/18,75,USD,Computer & Co,819
103723,1/8/18,1/18/18,72,USD,Computer & Co,786.23999
103723,1/15/18,1/22/18,70,USD,Computer & Co,764.400024
103723,1/22/18,1/30/18,93,USD,Computer & Co,1015.56
103723,1/29/18,2/6/18,57,USD,Computer & Co,622.440002
103723,2/7/18,2/14/18,4,USD,Computer & Co,43.6800003
103723,2/12/18,2/21/18,5,USD,Computer & Co,54.5999985
123242,5/5/16,5/9/16,2,USD,Digital Age,138.460007
123242,5/12/16,5/15/16,2,USD,Digital Age,138.460007
123242,5/27/16,5/30/16,2,USD,Digital Age,138.460007
123242,6/3/16,6/6/16,9,USD,Digital Age,623.070007
123242,6/9/16,6/12/16,11,USD,Digital Age,761.530029
123242,6/22/16,6/25/16,8,USD,Digital Age,553.840027
123242,6/28/16,7/2/16,11,USD,Digital Age,761.530029
123242,7/4/16,7/8/16,17,USD,Digital Age,1176.91003
123242,7/11/16,7/14/16,19,USD,Digital Age,1315.37
123242,7/31/16,8/3/16,17,USD,Digital Age,1176.91003
123242,8/3/16,8/6/16,24,USD,Digital Age,1661.52002
123242,8/11/16,8/15/16,16,USD,Digital Age,1107.68005
123242,8/17/16,8/21/16,24,USD,Digital Age,1661.52002
123242,8/26/16,8/29/16,18,USD,Digital Age,1246.14001
123242,8/29/16,9/1/16,25,USD,Digital Age,1730.75
123242,9/6/16,9/9/16,68,USD,Digital Age,4707.64014
123242,9/22/16,9/27/16,48,USD,Digital Age,3323.04004
123242,9/27/16,10/1/16,53,USD,Digital Age,3669.18994
123242,10/6/16,10/10/16,7,USD,Digital Age,484.609985
123242,10/10/16,10/13/16,5,USD,Digital Age,346.149994
123242,10/25/16,10/30/16,7,USD,Digital Age,484.609985
123242,11/8/16,11/11/16,4,USD,Digital Age,276.920013
123242,11/22/16,11/25/16,5,USD,Digital Age,346.149994
123242,12/19/16,12/22/16,1,USD,Digital Age,69.2300034
123242,1/11/17,1/15/17,19,USD,Digital Age,1315.37
123242,1/19/17,1/23/17,19,USD,Digital Age,1315.37
123242,1/31/17,2/3/17,13,USD,Digital Age,899.98999
123242,2/8/17,2/11/17,9,USD,Digital Age,623.070007
123242,3/6/17,3/10/17,14,USD,Digital Age,969.219971
123242,3/21/17,3/26/17,16,USD,Digital Age,1107.68005
123242,3/30/17,4/3/17,16,USD,Digital Age,1107.68005
123242,4/4/17,4/8/17,25,USD,Digital Age,1730.75
123242,4/13/17,4/17/17,33,USD,Digital Age,2284.59009
123242,4/27/17,4/30/17,35,USD,Digital Age,2423.05005
123242,5/9/17,5/11/17,22,USD,Digital Age,1523.06006
123242,5/16/17,5/18/17,16,USD,Digital Age,1107.68005
123242,6/5/17,6/9/17,67,USD,Digital Age,4638.41016
123242,6/22/17,6/24/17,59,USD,Digital Age,4084.57007
123242,6/26/17,6/29/17,62,USD,Digital Age,4292.25977
123242,7/7/17,7/10/17,48,USD,Digital Age,3323.04004
123242,7/13/17,7/16/17,41,USD,Digital Age,2838.42993
123242,7/17/17,7/20/17,44,USD,Digital Age,3046.12012
123242,7/25/17,7/29/17,55,USD,Digital Age,3807.6499
123242,8/11/17,8/15/17,6,USD,Digital Age,415.380005
123242,9/5/17,9/9/17,16,USD,Digital Age,1107.68005
123242,9/22/17,9/25/17,15,USD,Digital Age,1038.44995
123242,9/26/17,9/30/17,16,USD,Digital Age,1107.68005
123242,11/16/17,11/21/17,27,USD,Digital Age,1869.20996
123242,1/2/18,1/5/18,5,USD,Digital Age,346.149994
123723,10/6/14,10/9/14,7,USD,Digital Age,491.399994
123723,10/14/14,10/17/14,11,USD,Digital Age,772.200012
123723,10/20/14,10/23/14,9,USD,Digital Age,631.799988
123723,11/4/14,11/7/14,7,USD,Digital Age,491.399994
123723,11/19/14,11/23/14,7,USD,Digital Age,491.399994
123723,12/2/14,12/5/14,6,USD,Digital Age,421.200012
123723,12/9/14,12/11/14,6,USD,Digital Age,421.200012
123723,12/17/14,12/21/14,7,USD,Digital Age,491.399994
123723,12/24/14,12/27/14,7,USD,Digital Age,491.399994
123723,1/6/15,1/9/15,19,USD,Digital Age,1333.80005
123723,1/12/15,1/16/15,18,USD,Digital Age,1263.59998
123723,1/22/15,1/25/15,20,USD,Digital Age,1404
123723,1/27/15,1/31/15,23,USD,Digital Age,1614.59998
123723,2/2/15,2/5/15,24,USD,Digital Age,1684.80005
123723,2/9/15,2/13/15,26,USD,Digital Age,1825.19995
123723,2/19/15,2/22/15,22,USD,Digital Age,1544.40002
123723,2/23/15,2/25/15,25,USD,Digital Age,1755
123723,3/6/15,3/10/15,15,USD,Digital Age,1053
123723,3/11/15,3/15/15,17,USD,Digital Age,1193.40002
123723,3/19/15,3/23/15,17,USD,Digital Age,1193.40002
123723,3/30/15,4/3/15,17,USD,Digital Age,1193.40002
123723,4/6/15,4/10/15,32,USD,Digital Age,2246.3999
123723,4/14/15,4/18/15,51,USD,Digital Age,3580.19995
123723,4/20/15,4/24/15,45,USD,Digital Age,3159
123723,4/27/15,5/1/15,38,USD,Digital Age,2667.6001
123723,5/4/15,5/7/15,28,USD,Digital Age,1965.59998
123723,5/11/15,5/15/15,36,USD,Digital Age,2527.19995
123723,5/20/15,5/24/15,28,USD,Digital Age,1965.59998
123723,5/26/15,5/29/15,33,USD,Digital Age,2316.6001
123723,6/1/15,6/4/15,89,USD,Digital Age,6247.7998
123723,6/8/15,6/13/15,85,USD,Digital Age,5967
123723,6/15/15,6/19/15,83,USD,Digital Age,5826.6001
123723,6/22/15,6/25/15,83,USD,Digital Age,5826.6001
123723,6/30/15,7/5/15,102,USD,Digital Age,7160.3999
123723,7/8/15,7/10/15,22,USD,Digital Age,1544.40002
123723,7/14/15,7/17/15,18,USD,Digital Age,1263.59998
123723,7/21/15,7/25/15,21,USD,Digital Age,1474.19995
123723,7/27/15,7/30/15,28,USD,Digital Age,1965.59998
123723,8/3/15,8/6/15,124,USD,Digital Age,8704.7998
123723,8/10/15,8/14/15,155,USD,Digital Age,10881
123723,8/17/15,8/21/15,155,USD,Digital Age,10881
123723,8/27/15,8/30/15,122,USD,Digital Age,8564.40039
123723,8/31/15,9/3/15,131,USD,Digital Age,9196.2002
123723,9/8/15,9/11/15,76,USD,Digital Age,5335.2002
123723,9/15/15,9/19/15,75,USD,Digital Age,5265
123723,9/23/15,9/27/15,57,USD,Digital Age,4001.3999
123723,9/28/15,10/3/15,59,USD,Digital Age,4141.7998
123723,10/5/15,10/8/15,90,USD,Digital Age,6318
123723,10/13/15,10/17/15,90,USD,Digital Age,6318
123723,10/27/15,10/30/15,73,USD,Digital Age,5124.6001
123723,11/4/15,11/8/15,80,USD,Digital Age,5616
123723,11/9/15,11/14/15,78,USD,Digital Age,5475.6001
123723,11/16/15,11/20/15,108,USD,Digital Age,7581.6001
123723,11/30/15,12/2/15,102,USD,Digital Age,7160.3999
123723,12/8/15,12/11/15,34,USD,Digital Age,2386.80005
123723,12/15/15,12/18/15,31,USD,Digital Age,2176.19995
123723,12/24/15,12/27/15,26,USD,Digital Age,1825.19995
123723,12/29/15,1/2/16,32,USD,Digital Age,2246.3999
123723,1/5/16,1/8/16,45,USD,Digital Age,3159
123723,1/11/16,1/15/16,44,USD,Digital Age,3088.80005
123723,1/18/16,1/21/16,35,USD,Digital Age,2457
123723,1/27/16,2/1/16,39,USD,Digital Age,2737.80005
123723,2/2/16,2/4/16,54,USD,Digital Age,3790.80005
123723,2/8/16,2/11/16,52,USD,Digital Age,3650.3999
123723,2/16/16,2/19/16,34,USD,Digital Age,2386.80005
123723,2/23/16,2/26/16,44,USD,Digital Age,3088.80005
123723,2/29/16,3/4/16,55,USD,Digital Age,3861
123723,3/7/16,3/12/16,124,USD,Digital Age,8704.7998
123723,3/14/16,3/18/16,96,USD,Digital Age,6739.2002
123723,3/21/16,3/24/16,103,USD,Digital Age,7230.6001
123723,3/28/16,4/1/16,108,USD,Digital Age,7581.6001
123723,4/4/16,4/8/16,24,USD,Digital Age,1684.80005
123723,4/15/16,4/18/16,25,USD,Digital Age,1755
123723,4/20/16,4/22/16,24,USD,Digital Age,1684.80005
123723,4/26/16,4/30/16,20,USD,Digital Age,1404
123723,5/3/16,5/5/16,76,USD,Digital Age,5335.2002
123723,5/11/16,5/15/16,72,USD,Digital Age,5054.3999
123723,5/16/16,5/19/16,114,USD,Digital Age,8002.7998
123723,5/26/16,5/29/16,84,USD,Digital Age,5896.7998
123723,6/1/16,6/5/16,163,USD,Digital Age,11442.5996
123723,6/7/16,6/11/16,146,USD,Digital Age,10249.2002
123723,6/13/16,6/16/16,155,USD,Digital Age,10881
123723,6/20/16,6/23/16,152,USD,Digital Age,10670.4004
123723,6/28/16,6/30/16,124,USD,Digital Age,8704.7998
123723,7/4/16,7/7/16,156,USD,Digital Age,10951.2002
123723,7/11/16,7/13/16,118,USD,Digital Age,8283.59961
123723,7/18/16,7/22/16,166,USD,Digital Age,11653.2002
123723,7/26/16,7/30/16,167,USD,Digital Age,11723.4004
123723,8/3/16,8/8/16,46,USD,Digital Age,3229.19995
123723,8/10/16,8/14/16,45,USD,Digital Age,3159
123723,8/17/16,8/21/16,34,USD,Digital Age,2386.80005
123723,8/22/16,8/26/16,47,USD,Digital Age,3299.3999
123723,9/1/16,9/5/16,154,USD,Digital Age,10810.7998
123723,9/6/16,9/10/16,114,USD,Digital Age,8002.7998
123723,9/12/16,9/15/16,163,USD,Digital Age,11442.5996
123723,9/20/16,9/24/16,168,USD,Digital Age,11793.5996
123723,9/26/16,9/29/16,167,USD,Digital Age,11723.4004
123723,10/3/16,10/6/16,37,USD,Digital Age,2597.3999
123723,10/10/16,10/14/16,35,USD,Digital Age,2457
123723,10/25/16,10/27/16,54,USD,Digital Age,3790.80005
123723,11/7/16,11/10/16,95,USD,Digital Age,6669
123723,11/15/16,11/19/16,136,USD,Digital Age,9547.2002
123723,11/22/16,11/27/16,106,USD,Digital Age,7441.2002
123723,12/1/16,12/7/16,24,USD,Digital Age,1684.80005
123723,12/5/16,12/9/16,36,USD,Digital Age,2527.19995
123723,12/22/16,12/26/16,24,USD,Digital Age,1684.80005
123723,1/5/17,1/7/17,72,USD,Digital Age,5054.3999
123723,1/10/17,1/14/17,96,USD,Digital Age,6739.2002
123723,1/19/17,1/22/17,93,USD,Digital Age,6528.6001
123723,1/25/17,1/30/17,73,USD,Digital Age,5124.6001
123723,1/30/17,2/2/17,93,USD,Digital Age,6528.6001
123723,2/8/17,2/10/17,71,USD,Digital Age,4984.2002
123723,2/15/17,2/19/17,82,USD,Digital Age,5756.3999
123723,3/6/17,3/9/17,116,USD,Digital Age,8143.2002
123723,3/15/17,3/20/17,128,USD,Digital Age,8985.59961
123723,3/21/17,3/23/17,137,USD,Digital Age,9617.40039
123723,3/28/17,3/31/17,118,USD,Digital Age,8283.59961
123723,4/4/17,4/9/17,44,USD,Digital Age,3088.80005
123723,4/10/17,4/13/17,49,USD,Digital Age,3439.80005
123723,4/27/17,4/29/17,44,USD,Digital Age,3088.80005
123723,5/9/17,5/12/17,38,USD,Digital Age,2667.6001
123723,5/16/17,5/20/17,36,USD,Digital Age,2527.19995
123723,5/23/17,5/26/17,35,USD,Digital Age,2457
123723,6/5/17,6/10/17,180,USD,Digital Age,12636
123723,6/16/17,6/19/17,198,USD,Digital Age,13899.5996
123723,6/19/17,6/23/17,258,USD,Digital Age,18111.5996
123723,6/26/17,6/29/17,186,USD,Digital Age,13057.2002
123723,7/6/17,7/7/17,20,USD,Digital Age,1404
123723,7/17/17,7/21/17,19,USD,Digital Age,1333.80005
